date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:34:08	69397/69397	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:04%20GMT	http://www.tampawomanshealthcenter.com/About/SpecialInformationForMinors/tabid/84/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/About/SpecialInformationForMinors/tabid/84/Default.html	(from )
12:34:10	68740/68740	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:06%20GMT	http://www.tampawomanshealthcenter.com/About/OurHistory/tabid/66/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/About/OurHistory/tabid/66/Default.html	(from )
12:34:12	74119/74119	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:08%20GMT	http://www.tampawomanshealthcenter.com/About/ClientsRightsandResponsibilities/tabid/142/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/About/ClientsRightsandResponsibilities/tabid/142/Default.html	(from )
12:34:14	69480/69480	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:10%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/tabid/57/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/tabid/57/Default.html	(from )
12:34:16	72846/72846	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:12%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/tabid/73/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/tabid/73/Default.html	(from )
12:34:19	69453/69453	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:15%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/AbortionPreparation/tabid/74/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/AbortionPreparation/tabid/74/Default.html	(from )
12:34:21	68154/68154	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:16%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/AbortionAnesthesia/tabid/75/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/AbortionAnesthesia/tabid/75/Default.html	(from )
12:34:23	70760/70760	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:18%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/AbortionFees/tabid/78/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/AbortionFees/tabid/78/Default.html	(from )
12:34:25	68380/68380	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:20%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/PreExistingMedicalConditionConsiderations/tabid/79/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/PreExistingMedicalConditionConsiderations/tabid/79/Default.html	(from )
12:34:29	81158/81158	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:23%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/InstructionsforAfterYourAbortion/tabid/94/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/SurgicalAbortionProcedure/InstructionsforAfterYourAbortion/tabid/94/Default.html	(from )
12:34:29	67899/67899	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:24%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/ChemicalTermination/tabid/67/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/ChemicalTermination/tabid/67/Default.html	(from )
12:34:31	70390/70390	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:26%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/MorningAfterPill/tabid/58/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/MorningAfterPill/tabid/58/Default.html	(from )
12:34:33	69888/69888	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:28%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/MorningAfterPill/HowtoGettheMorningAfterPill/tabid/72/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/MorningAfterPill/HowtoGettheMorningAfterPill/tabid/72/Default.html	(from )
12:34:35	69964/69964	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:30%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/RU486Pill/tabid/68/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/RU486Pill/tabid/68/Default.html	(from )
12:34:37	68853/68853	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:32%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/SurgicalTermination1stTriMester/tabid/69/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/SurgicalTermination1stTriMester/tabid/69/Default.html	(from )
12:34:39	70153/70153	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:35%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/SurgicalTermination2ndTriMester/tabid/70/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/SurgicalTermination2ndTriMester/tabid/70/Default.html	(from )
12:34:41	68394/68394	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:36%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/VIPServices/tabid/71/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/VIPServices/tabid/71/Default.html	(from )
12:34:45	97386/97386	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:39%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/FAQRegardingSurgicalAbortion/tabid/140/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/FAQRegardingSurgicalAbortion/tabid/140/Default.html	(from )
12:34:47	122494/122494	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:40%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/FAQRegardingMedicalAbortions/tabid/141/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/FAQRegardingMedicalAbortions/tabid/141/Default.html	(from )
12:34:50	76597/76597	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:42%20GMT	http://www.tampawomanshealthcenter.com/AbortionOptions/MedicalAbortionWithMifepristoneorMifeprex/tabid/139/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/AbortionOptions/MedicalAbortionWithMifepristoneorMifeprex/tabid/139/Default.html	(from )
12:34:50	70229/70229	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:47%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/tabid/59/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/tabid/59/Default.html	(from )
12:34:51	70457/70457	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:48%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/tabid/89/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/tabid/89/Default.html	(from )
12:34:53	70420/70420	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:49%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/HIVAids/tabid/87/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/HIVAids/tabid/87/Default.html	(from )
12:34:55	73093/73093	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:50%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/Chlamydia/tabid/88/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/Chlamydia/tabid/88/Default.html	(from )
12:34:57	71701/71701	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:53%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/GenitalHerpes/tabid/92/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/GenitalHerpes/tabid/92/Default.html	(from )
12:34:59	70524/70524	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:54%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/GenitalHerpes/LivingWithHerpes/tabid/169/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/GenitalHerpes/LivingWithHerpes/tabid/169/Default.html	(from )
12:35:01	70909/70909	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:56%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/GenitalWartsCondyloma/tabid/90/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/GenitalWartsCondyloma/tabid/90/Default.html	(from )
12:35:03	69469/69469	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:34:59%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/Gonorrhea/tabid/91/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/Gonorrhea/tabid/91/Default.html	(from )
12:35:07	76964/76964	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:00%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/HumanPapillomavirusHPV/tabid/102/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/HumanPapillomavirusHPV/tabid/102/Default.html	(from )
12:35:07	69755/69755	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:02%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/Syphilis/tabid/93/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/Syphilis/tabid/93/Default.html	(from )
12:35:09	69887/69887	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:04%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/GeneralInformation/tabid/177/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexuallyTransmittedDiseasesSTD/GeneralInformation/tabid/177/Default.html	(from )
12:35:11	72987/72987	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:06%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/UrinaryTractInfectionsUTI/tabid/117/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/UrinaryTractInfectionsUTI/tabid/117/Default.html	(from )
12:35:13	71057/71057	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:09%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/AboutCervicalCancer/tabid/105/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/AboutCervicalCancer/tabid/105/Default.html	(from )
12:35:15	73876/73876	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:10%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/SexualProblemsinWomen/tabid/115/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/SexualProblemsinWomen/tabid/115/Default.html	(from )
12:35:19	76179/76179	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:12%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/PremenstrualSyndromePMS/tabid/116/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/PremenstrualSyndromePMS/tabid/116/Default.html	(from )
12:35:21	77421/77421	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:15%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/PelvicPain/tabid/123/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/PelvicPain/tabid/123/Default.html	(from )
12:35:23	79116/79116	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:17%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/PelvicInflammatoryDiseasePID/tabid/111/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/PelvicInflammatoryDiseasePID/tabid/111/Default.html	(from )
12:35:23	73988/73988	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:18%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/PapandExam/tabid/120/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/PapandExam/tabid/120/Default.html	(from )
12:35:25	70760/70760	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:21%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/PapandExam/FAQPapSmearandExam/tabid/106/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/PapandExam/FAQPapSmearandExam/tabid/106/Default.html	(from )
12:35:29	82250/82250	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:22%20GMT	http://www.tampawomanshealthcenter.com/WellWoman/PapandExam/UnderstandingThePapSmear/tabid/109/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/WellWoman/PapandExam/UnderstandingThePapSmear/tabid/109/Default.html	(from )
12:35:29	71138/71138	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:24%20GMT	http://www.tampawomanshealthcenter.com/Resources/tabid/132/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/tabid/132/Default.html	(from )
12:35:31	71030/71030	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:27%20GMT	http://www.tampawomanshealthcenter.com/Resources/HormonesDuringPregnancy/tabid/162/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/HormonesDuringPregnancy/tabid/162/Default.html	(from )
12:35:33	69581/69581	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:29%20GMT	http://www.tampawomanshealthcenter.com/Resources/FrequencyofUrinationDuringPregnancy/tabid/164/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/FrequencyofUrinationDuringPregnancy/tabid/164/Default.html	(from )
12:35:37	78776/78776	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:30%20GMT	http://www.tampawomanshealthcenter.com/Resources/EmotionalIssuesRelatedtoAbortion/tabid/100/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/EmotionalIssuesRelatedtoAbortion/tabid/100/Default.html	(from )
12:35:37	69689/69689	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:33%20GMT	http://www.tampawomanshealthcenter.com/Resources/EmotionalIssuesRelatedtoAbortion/ExperiencingUpsetAfterMyAbortion/tabid/98/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/EmotionalIssuesRelatedtoAbortion/ExperiencingUpsetAfterMyAbortion/tabid/98/Default.html	(from )
12:35:39	72542/72542	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:35%20GMT	http://www.tampawomanshealthcenter.com/Resources/EmotionalIssuesRelatedtoAbortion/MythThatAbortionCausesDepression/tabid/170/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/EmotionalIssuesRelatedtoAbortion/MythThatAbortionCausesDepression/tabid/170/Default.html	(from )
12:35:41	74668/74668	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:36%20GMT	http://www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/tabid/99/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/tabid/99/Default.html	(from )
12:35:43	74860/74860	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:38%20GMT	http://www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/PregnancyTestingService/tabid/95/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/PregnancyTestingService/tabid/95/Default.html	(from )
12:35:45	71567/71567	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:40%20GMT	http://www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/PregnancyTests/tabid/121/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/PregnancyTests/tabid/121/Default.html	(from )
12:35:47	68797/68797	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:43%20GMT	http://www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/MorningSickness/tabid/97/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/MorningSickness/tabid/97/Default.html	(from )
12:35:49	73478/73478	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:45%20GMT	http://www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/MorningSickness/DealingWithMorningSickness/tabid/118/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/SymptomsofPregnancy/MorningSickness/DealingWithMorningSickness/tabid/118/Default.html	(from )
12:35:51	70863/70863	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:47%20GMT	http://www.tampawomanshealthcenter.com/Resources/BreastTenderness/tabid/96/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/BreastTenderness/tabid/96/Default.html	(from )
12:35:53	68598/68598	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:48%20GMT	http://www.tampawomanshealthcenter.com/Resources/BreastsLeaking/tabid/163/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/BreastsLeaking/tabid/163/Default.html	(from )
12:35:55	73912/73912	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:50%20GMT	http://www.tampawomanshealthcenter.com/Resources/HyperemesisGravidarum/tabid/126/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/HyperemesisGravidarum/tabid/126/Default.html	(from )
12:35:57	72784/72784	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:52%20GMT	http://www.tampawomanshealthcenter.com/Resources/UltraSound/tabid/119/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/UltraSound/tabid/119/Default.html	(from )
12:35:59	71336/71336	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:55%20GMT	http://www.tampawomanshealthcenter.com/Resources/PreventingHPV/tabid/107/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/PreventingHPV/tabid/107/Default.html	(from )
12:36:03	76216/76216	---M--	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202013%2016:35:57%20GMT	http://www.tampawomanshealthcenter.com/Resources/WhatYouShouldKnowAboutYourPeriod/tabid/130/Default.aspx	D:/Users/tlilley/Projects/tampawomanhealthcenter/www.tampawomanshealthcenter.com/Resources/WhatYouShouldKnowAboutYourPeriod/tabid/130/Default.html	(from )
